岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉用户研究、需求分析、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,硕士,14524,24508
UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、用户体验、Figma等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,博士,17189,30293
机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、机器学习、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,本科,9375,16735
前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Vue、TypeScript、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,博士,16007,27066
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉销售、商务谈判、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,深圳,少于50人,本科,10418,17218
项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉风险控制、进度控制、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,大专,9102,16398
算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉深度学习、算法、Python等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,硕士,7583,16735
产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉数据分析、用户研究、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,本科,14778,24810
财务分析师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉财务分析、预算编制、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,本科,7600,12950
机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉模型调优、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,大专,6736,13494
测试工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉自动化测试、性能测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,硕士,7758,16952
运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉监控、K8s、Linux等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,博士,20237,33485
技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉文档编写、技术支持、客户沟通等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,硕士,9102,15609
销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉销售、客户关系、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,博士,16949,29667
市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉市场营销、渠道拓展、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,大专,11335,18266
测试工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉测试、自动化测试、缺陷管理等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,大专,6733,11239
Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉FastAPI、MySQL、Redis等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,本科,9386,14979
运营专员,负责日常运营工作，提升用户活跃度和留存率。要求熟悉数据分析、活动策划、运营等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,博士,7519,13675
数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉统计学、Excel、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,本科,13977,22297
运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、活动策划、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,广州,少于50人,本科,5000,8140
人力资源专员,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉员工关系、招聘、培训等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,本科,7183,12123
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉客户关系、业绩目标、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,大专,7345,12875
市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉活动策划、市场营销、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,本科,12895,21535
算法工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉机器学习、Python、算法等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,大专,6623,11410
Python开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Python、FastAPI、Redis等相关技术，具备良好的沟通能力和团队协作精神。,北京,150-500人,博士,22342,37318
市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉市场营销、渠道拓展、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,大专,8066,13419
人力资源专员,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉培训、员工关系、招聘等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,本科,7600,11536
项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉团队协调、风险控制、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,大专,10560,18586
项目经理,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉团队协调、进度控制、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,大专,8100,14858
UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉UI设计、Figma、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,本科,8735,13887
数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Python、Tableau、统计学等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,博士,19029,31615
运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Linux、运维、监控等相关技术，具备良好的沟通能力和团队协作精神。,成都,150-500人,大专,7616,12224
前端开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉HTML、CSS、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,硕士,7478,13136
市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉渠道拓展、品牌建设、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,上海,少于50人,本科,13253,23698
算法工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉算法、Python、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,本科,9963,17707
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉销售、业绩目标、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,天津,150-500人,本科,8502,14134
全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、JavaScript、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,本科,7319,12759
数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Python、Tableau、SQL等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,大专,11153,18362
全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉React、MySQL、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,本科,40494,64494
